date,tata_steel,reliance_industries,adani_enterprises,asian_paints,bharti_airtel,bajaj_finserv,hdfc_bank,infosys,itc,hero_moto_corps,mahindra_and_mahindra,nippon_india_smallcap_fund,parag_parikh_flexi_cap_fund,hdfc_liquid_fund,sbi_liquid_fund,axis_liquid_fund,icici_pru_liquid_fund,snp_500,nasdaq_100,bitcoin,ethereum,physical_gold,sgb,pune_commercial_space
2019-08-07,5169.97,1093.45,4322.24,2201.08,2011.38,446.96,560.15,2479.99,4670.71,3703.69,889.73,491.49,998.85,16.18,18.02,19.13,11.75,525.88,474.03,275.25,304.19,4485.7,4645.89,5601.61
2019-08-08,5377.97,1094.23,4345.61,2104.43,2015.55,445.27,551.94,2515.0,4669.06,3753.56,912.92,486.38,1029.21,16.21,18.02,19.14,11.76,554.37,479.13,261.84,306.6,4524.54,4634.45,5588.66
2019-08-09,5350.4,1092.02,4328.56,2173.08,1993.39,447.62,565.5,2551.73,4730.31,3892.28,880.88,481.91,1019.04,16.22,18.02,19.17,11.75,530.53,482.49,289.61,316.27,4503.9,4652.13,5609.16
2019-08-10,5218.78,1086.26,4309.18,2109.94,1982.31,443.08,569.09,2557.82,4637.64,3757.75,882.99,494.95,942.26,16.2,18.05,19.12,11.73,536.98,481.8,276.31,305.82,4570.28,4720.36,5606.61
2019-08-11,5129.22,1067.82,4260.14,2156.8,2027.24,448.87,559.93,2553.44,4599.53,3670.22,878.5,503.5,956.61,16.18,18.0,19.14,11.74,561.41,484.4,254.77,305.89,4583.3,4684.65,5597.13
2019-08-12,5232.79,1100.28,4465.77,2140.57,1998.78,453.07,570.67,2558.28,4625.48,3806.93,927.45,497.48,960.54,16.23,18.03,19.13,11.74,542.94,480.14,311.24,306.15,4539.77,4715.66,5576.74
2019-08-13,5122.31,1112.11,4422.32,2140.19,1970.23,442.68,555.88,2533.79,4640.47,3914.03,886.36,499.08,931.25,16.25,18.02,19.12,11.77,544.59,481.58,287.92,319.7,4541.94,4702.65,5592.43
2019-08-14,5251.58,1101.71,4263.08,2167.81,2017.09,456.0,573.21,2535.73,4548.31,3855.92,882.17,507.14,956.32,16.21,18.04,19.19,11.76,545.95,495.57,288.55,316.67,4561.16,4693.28,5619.3
2019-08-15,5420.53,1095.37,4308.22,2163.92,2019.35,455.25,560.42,2575.98,4717.5,3825.38,899.07,494.73,945.69,16.22,18.0,19.13,11.76,547.45,479.22,260.29,307.94,4496.96,4718.35,5622.91
2019-08-16,5324.33,1094.27,4404.61,2162.39,2016.47,445.23,558.83,2587.86,4586.26,3899.64,904.02,488.12,917.4,16.26,18.02,19.09,11.74,578.75,484.96,262.24,313.63,4521.01,4741.05,5605.86
2019-08-17,5431.21,1091.25,4307.31,2125.51,2027.9,460.69,561.08,2558.68,4649.66,3889.27,902.3,489.61,911.53,16.25,18.05,19.16,11.78,558.27,486.58,286.69,317.36,4516.73,4707.47,5592.12
2019-08-18,5302.02,1094.41,4805.17,2204.02,2068.18,453.78,561.96,2501.46,4667.53,3938.86,883.36,502.49,943.82,16.23,18.05,19.15,11.79,562.83,491.77,268.57,304.07,4516.76,4728.32,5612.57
2019-08-19,5283.14,1100.51,4779.14,2182.38,2024.81,444.97,587.13,2546.6,4597.13,3736.53,882.11,499.41,944.7,16.26,18.05,19.14,11.79,547.42,481.04,263.86,319.36,4540.03,4682.05,5599.76
2019-08-20,5354.21,1106.85,4962.2,2239.3,2039.1,461.03,556.15,2591.36,4669.0,3834.35,868.22,492.27,930.9,16.24,18.07,19.22,11.79,569.0,491.18,308.41,306.46,4528.61,4702.19,5627.57
2019-08-21,5261.42,1086.21,4687.94,2150.03,1985.24,451.43,560.85,2515.34,4722.69,3845.19,874.24,492.56,929.7,16.26,18.1,19.21,11.76,562.26,490.9,266.25,313.86,4467.15,4700.64,5624.42
2019-08-22,5197.63,1119.83,4807.14,2099.61,2044.48,461.33,555.73,2465.03,4619.97,3845.24,906.23,507.93,925.53,16.25,18.01,19.17,11.76,563.06,480.84,268.8,308.07,4567.51,4689.32,5647.05
2019-08-23,5343.23,1097.64,4869.83,2183.03,2009.51,449.68,572.26,2527.15,4702.32,3752.67,898.31,495.25,977.99,16.26,18.07,19.15,11.76,551.8,475.9,264.78,304.8,4564.66,4694.86,5609.3
2019-08-24,5267.26,1104.93,4880.56,2158.89,2023.38,462.96,566.13,2515.27,4631.43,3823.66,909.03,516.48,943.71,16.28,18.05,19.19,11.77,556.0,489.18,276.82,315.44,4492.4,4673.15,5619.55
2019-08-25,5123.47,1067.13,4968.51,2196.84,2061.36,446.41,557.75,2554.77,4609.03,3943.12,906.34,513.3,940.97,16.27,18.09,19.17,11.8,555.36,493.73,274.13,326.98,4464.21,4699.59,5626.75
2019-08-26,5307.67,1089.5,4728.66,2176.02,2028.24,455.76,559.7,2546.77,4773.14,3861.02,885.18,494.75,942.6,16.26,18.1,19.23,11.79,570.61,479.32,279.59,300.19,4480.6,4681.57,5615.39
2019-08-27,5101.05,1089.77,4840.58,2210.59,2089.84,451.91,574.95,2557.79,4658.76,3718.35,904.42,499.74,960.83,16.25,18.11,19.23,11.78,544.88,478.59,268.76,308.0,4582.12,4721.55,5636.77
2019-08-28,5272.69,1069.73,4844.39,2173.22,2026.58,451.8,572.65,2599.06,4774.97,4072.52,908.76,503.19,919.9,16.26,18.07,19.27,11.78,557.21,490.65,281.43,307.95,4566.79,4721.67,5607.02
2019-08-29,5112.99,1109.03,4880.94,2211.01,2011.4,452.87,562.17,2562.56,4614.08,3897.31,936.74,491.94,941.22,16.32,18.1,19.26,11.79,545.69,486.95,296.0,297.41,4532.9,4664.26,5618.48
2019-08-30,5220.46,1084.79,4825.72,2099.54,2030.96,450.46,562.74,2585.66,4702.64,3887.77,901.12,500.46,958.92,16.29,18.12,19.2,11.8,549.62,487.13,275.12,304.61,4524.69,4706.85,5650.06
2019-08-31,5174.01,1123.28,4648.29,2185.88,2075.38,461.59,581.89,2524.07,4659.99,3816.79,904.46,496.13,971.69,16.3,18.12,19.22,11.82,567.76,486.91,283.69,314.25,4601.66,4756.27,5633.08
2019-09-01,5443.47,1124.15,4899.22,2219.38,2044.34,455.08,569.4,2565.47,4713.72,3850.64,906.41,485.78,957.31,16.26,18.14,19.34,11.81,563.42,482.95,269.49,304.98,4558.42,4703.39,5655.62
2019-09-02,5258.36,1094.2,4893.15,2216.04,2051.2,451.46,557.97,2601.69,4712.89,3937.31,926.41,500.45,959.37,16.28,18.13,19.29,11.81,563.73,489.26,263.09,315.44,4543.99,4712.2,5634.31
2019-09-03,5375.59,1117.06,4743.17,2163.07,2058.32,453.45,558.82,2542.97,4772.96,3855.05,896.09,501.67,919.4,16.28,18.09,19.27,11.82,556.2,488.83,282.75,314.19,4612.39,4701.28,5636.77
2019-09-04,5214.01,1083.28,4972.2,2219.67,1990.17,454.47,561.71,2524.88,4726.59,3952.13,916.17,499.74,970.2,16.32,18.15,19.28,11.81,578.22,490.08,281.61,303.9,4442.08,4776.25,5655.6
2019-09-05,5395.8,1097.72,4857.86,2188.23,2018.29,449.4,558.83,2583.97,4733.75,3965.69,923.12,509.61,942.83,16.3,18.13,19.31,11.79,557.24,492.88,263.33,313.34,4558.61,4759.19,5669.12
2019-09-06,5322.23,1083.94,4847.62,2194.57,2059.55,440.9,571.36,2609.14,4664.07,3842.7,898.91,507.35,950.95,16.33,18.16,19.34,11.81,553.35,487.15,313.82,322.37,4510.22,4724.43,5679.56
2019-09-07,5142.58,1094.11,4910.62,2271.48,2087.31,459.05,550.44,2563.92,4702.44,4036.66,893.46,484.57,915.02,16.35,18.14,19.28,11.81,545.03,489.78,293.8,308.43,4559.26,4713.34,5662.76
2019-09-08,5330.98,1104.44,4876.09,2227.25,2065.56,451.98,550.65,2603.14,4679.29,3864.2,908.58,506.64,985.33,16.31,18.15,19.32,11.8,548.72,484.26,286.34,306.82,4612.14,4740.89,5667.91
2019-09-09,5476.44,1084.93,4904.53,2261.05,2070.76,443.44,566.15,2548.59,4713.95,3764.42,913.01,509.4,971.76,16.32,18.16,19.34,11.8,546.25,493.47,267.91,324.85,4583.67,4758.1,5652.86
2019-09-10,5226.37,1097.04,4847.22,2207.5,2031.66,462.73,569.27,2553.4,4734.93,3895.99,911.41,501.7,959.84,16.31,18.11,19.3,11.81,559.77,496.2,296.52,313.66,4551.21,4701.52,5668.83
2019-09-11,5323.78,1122.02,4935.35,2212.89,2023.62,460.27,575.55,2571.4,4741.29,3861.47,930.15,519.84,955.6,16.34,18.16,19.45,11.82,549.75,494.78,281.2,321.61,4568.15,4726.37,5679.98
2019-09-12,5361.78,1129.4,4894.86,2247.64,2031.11,457.38,575.54,2639.18,4856.67,3927.58,941.11,498.82,955.13,16.36,18.17,19.31,11.83,560.38,490.68,276.59,312.96,4604.22,4725.67,5672.93
2019-09-13,5401.23,1106.1,4892.63,2181.15,2069.61,462.0,549.51,2546.33,4698.34,3964.29,912.63,492.1,936.17,16.34,18.17,19.34,11.85,564.83,488.03,287.91,314.59,4610.91,4733.37,5663.31
2019-09-14,5339.6,1099.14,5052.71,2103.34,2069.74,463.39,567.79,2530.91,4732.16,4044.32,887.84,512.4,963.41,16.33,18.18,19.33,11.84,577.06,496.5,251.64,308.04,4551.94,4761.99,5661.48
2019-09-15,5273.18,1115.0,4969.99,2249.01,2000.25,464.19,555.23,2600.36,4705.23,3828.44,910.57,499.33,971.63,16.38,18.16,19.37,11.82,564.36,478.33,276.48,311.42,4554.31,4755.47,5677.76
2019-09-16,5606.89,1078.23,4948.09,2228.95,2015.41,463.68,586.92,2631.65,4639.36,3841.12,929.46,497.14,950.71,16.38,18.21,19.36,11.83,550.35,490.98,274.62,322.91,4551.21,4681.19,5682.56
2019-09-17,5276.79,1110.96,4847.47,2217.6,2050.14,468.82,559.66,2616.9,4823.02,3904.61,891.1,525.01,937.03,16.33,18.21,19.41,11.81,576.58,484.53,263.65,323.69,4637.4,4717.56,5696.55
2019-09-18,5348.27,1089.4,4863.95,2262.37,2014.72,460.58,576.95,2669.44,4740.49,3881.89,914.2,500.02,972.91,16.38,18.17,19.34,11.86,575.12,489.83,286.56,302.15,4580.12,4761.78,5699.43
2019-09-19,5329.0,1106.38,4874.98,2193.45,2042.7,461.32,572.16,2573.02,4756.77,3900.51,900.75,502.94,977.08,16.35,18.2,19.39,11.85,559.97,486.97,265.57,315.57,4545.56,4809.42,5671.24
2019-09-20,5348.66,1118.46,4805.37,2235.22,2073.17,453.76,574.39,2541.62,4747.54,3983.53,925.79,510.41,979.49,16.38,18.23,19.36,11.86,563.53,478.72,289.09,311.27,4598.88,4743.63,5700.87
2019-09-21,5353.8,1140.08,4803.66,2164.69,2076.32,468.48,565.49,2571.1,4781.97,3904.31,916.44,504.28,951.93,16.36,18.25,19.35,11.85,565.93,495.7,294.63,317.94,4574.09,4718.86,5708.23
2019-09-22,5325.98,1107.28,4970.18,2196.77,2054.87,454.74,568.71,2523.54,4811.46,3872.48,917.88,504.71,991.6,16.38,18.22,19.36,11.86,539.51,483.16,293.02,309.72,4592.58,4712.33,5718.52
2019-09-23,5338.98,1117.17,4970.74,2190.84,2035.95,469.83,564.77,2657.8,4732.35,3936.66,937.88,511.07,978.8,16.38,18.17,19.41,11.88,542.01,480.68,276.65,327.43,4525.1,4720.16,5714.54
2019-09-24,5501.42,1119.39,4875.69,2220.04,2061.02,462.65,582.03,2683.65,4771.35,4011.85,901.97,502.32,981.15,16.41,18.23,19.41,11.86,567.15,481.87,301.65,323.83,4527.48,4701.48,5720.65
2019-09-25,5406.56,1119.29,4812.98,2243.05,2068.73,456.23,576.45,2627.52,4681.16,3927.02,897.98,512.04,968.58,16.37,18.23,19.4,11.87,559.82,489.17,271.31,315.83,4597.48,4813.93,5706.95
2019-09-26,5408.06,1110.49,4958.47,2099.25,2054.87,456.97,563.16,2548.33,4860.66,3955.34,915.77,486.71,966.09,16.39,18.19,19.44,11.86,552.54,491.26,283.08,307.8,4605.44,4735.1,5710.75
2019-09-27,5585.05,1100.09,4975.49,2138.13,2085.89,465.1,561.05,2592.43,4752.43,3886.54,900.15,514.37,996.51,16.37,18.24,19.48,11.87,565.19,492.65,296.44,312.85,4542.29,4785.78,5694.57
2019-09-28,5480.17,1161.41,4967.39,2240.16,2065.31,463.04,560.74,2747.06,4714.98,3854.42,866.69,506.47,968.82,16.38,18.25,19.38,11.86,553.92,494.37,278.57,332.64,4601.15,4787.42,5704.79
2019-09-29,5333.27,1114.95,4767.92,2234.91,2114.73,462.97,564.04,2549.55,4786.33,4048.07,894.49,508.57,970.9,16.37,18.23,19.41,11.87,566.57,493.84,289.62,315.65,4571.81,4721.35,5700.92
2019-09-30,5277.51,1124.09,4953.75,2232.88,2080.74,452.09,565.38,2648.15,4760.34,3876.59,922.77,495.91,972.77,16.43,18.2,19.46,11.87,562.67,495.25,291.94,320.19,4589.54,4833.58,5734.96
2019-10-01,5448.91,1121.24,4884.75,2148.6,2132.83,460.87,583.58,2634.98,4764.25,3900.46,906.48,504.09,969.69,16.41,18.25,19.43,11.88,541.87,497.05,289.47,333.53,4600.08,4808.96,5727.7
2019-10-02,5375.68,1129.11,4874.99,2276.96,2073.16,454.18,590.15,2614.43,4705.27,3991.91,929.37,512.89,962.55,16.41,18.26,19.42,11.9,551.88,489.89,290.01,327.1,4522.0,4765.32,5698.38
2019-10-03,5566.19,1118.67,5009.14,2158.32,2055.49,454.75,577.61,2593.98,4775.33,3913.83,920.86,503.51,976.73,16.43,18.28,19.49,11.9,572.47,486.79,299.43,308.05,4555.16,4730.91,5742.59
2019-10-04,5378.4,1110.91,5072.87,2226.57,2111.67,450.13,579.83,2587.75,4847.43,3850.41,944.94,523.08,971.51,16.4,18.26,19.47,11.89,579.58,499.72,286.46,312.12,4619.03,4745.19,5740.83
2019-10-05,5455.28,1103.45,4855.52,2311.34,2096.27,464.67,564.53,2537.6,4698.66,3879.32,932.38,513.23,967.47,16.44,18.29,19.44,11.91,545.5,489.63,273.14,299.99,4619.88,4752.71,5727.52
2019-10-06,5499.01,1145.06,4932.53,2304.38,2085.96,465.16,563.15,2573.47,4754.21,4063.74,907.46,507.06,992.76,16.43,18.29,19.48,11.89,590.79,490.91,281.61,308.71,4654.51,4701.26,5760.14
2019-10-07,5418.95,1115.51,4977.51,2327.39,2020.32,463.69,579.14,2573.52,4679.87,4004.08,918.01,496.97,969.77,16.45,18.24,19.5,11.88,566.27,492.1,298.82,324.37,4593.0,4739.7,5747.86
2019-10-08,5532.14,1141.44,4975.99,2240.68,2069.16,471.6,567.04,2630.86,4812.49,3941.5,915.39,519.36,971.6,16.43,18.26,19.47,11.89,588.76,493.02,291.0,315.34,4630.56,4740.16,5741.76
2019-10-09,5440.7,1148.74,4927.2,2242.66,2057.33,472.6,570.04,2612.28,4839.78,3944.79,937.43,507.55,970.62,16.44,18.27,19.41,11.89,565.73,499.75,300.86,326.44,4619.94,4721.59,5731.76
2019-10-10,5632.22,1120.07,4924.66,2257.62,2095.56,473.14,578.31,2736.95,4824.84,3899.94,932.89,514.89,973.21,16.44,18.28,19.44,11.88,542.27,497.94,284.47,318.61,4539.75,4776.47,5750.02
2019-10-11,5582.61,1115.85,4965.03,2234.2,2109.2,461.03,585.24,2572.84,4798.75,3879.63,926.67,513.52,957.65,16.44,18.27,19.49,11.89,573.68,493.28,308.29,324.5,4568.61,4726.58,5726.41
2019-10-12,5551.66,1121.23,4911.14,2223.03,2067.53,472.66,551.09,2640.49,4772.89,3993.92,927.22,507.54,963.74,16.46,18.28,19.46,11.92,559.78,495.94,282.86,329.48,4661.21,4787.0,5730.95
2019-10-13,5543.06,1133.53,5072.8,2302.63,2059.24,474.68,578.14,2628.31,4756.54,3846.33,931.06,514.4,971.28,16.45,18.3,19.53,11.9,568.19,495.86,260.95,312.74,4595.1,4842.55,5743.63
2019-10-14,5552.18,1135.91,5082.11,2255.56,2080.73,458.32,575.48,2597.91,4900.2,3988.82,896.21,527.52,974.33,16.43,18.3,19.57,11.92,564.65,498.42,277.73,324.92,4637.95,4778.42,5746.54
2019-10-15,5434.27,1135.12,4919.04,2250.74,2070.82,465.26,575.1,2657.5,4794.16,4046.48,912.62,532.07,1018.7,16.48,18.31,19.52,11.91,585.88,494.3,257.46,316.7,4648.97,4749.37,5734.57
2019-10-16,5453.59,1115.91,5095.16,2249.77,2080.92,466.27,586.34,2644.2,4838.33,3967.0,957.03,528.25,983.74,16.49,18.32,19.58,11.93,547.3,498.18,269.91,310.26,4626.3,4854.42,5774.51
2019-10-17,5156.74,1132.48,4904.62,2155.86,2091.68,457.98,573.04,2633.15,4769.38,3820.42,930.09,518.76,978.03,16.47,18.34,19.56,11.92,578.44,505.05,290.52,318.81,4629.15,4835.33,5736.34
2019-10-18,5580.71,1127.97,4934.06,2222.16,2139.0,478.29,574.66,2635.91,4845.77,4004.74,903.54,507.22,973.82,16.5,18.33,19.5,11.92,569.73,502.86,337.06,305.67,4622.48,4818.93,5742.32
2019-10-19,5608.67,1124.48,4894.44,2265.51,2119.97,471.5,588.02,2723.1,4781.11,3933.46,914.65,528.34,1005.95,16.49,18.4,19.55,11.92,552.99,492.0,284.96,320.2,4637.79,4732.42,5783.86
2019-10-20,5546.95,1126.58,4977.3,2232.74,2057.26,463.55,577.08,2671.32,4828.8,3888.01,879.75,502.33,972.73,16.48,18.33,19.58,11.93,552.18,499.1,322.11,327.57,4602.98,4742.36,5758.02
2019-10-21,5360.33,1145.75,5042.27,2257.99,2094.13,469.61,592.98,2668.07,4840.02,4027.7,941.06,510.49,982.96,16.47,18.31,19.48,11.92,584.28,504.84,292.94,327.33,4613.12,4815.11,5758.57
2019-10-22,5424.19,1141.35,5097.48,2295.37,2132.89,469.29,592.6,2709.57,4815.25,3989.09,935.24,516.39,996.54,16.49,18.32,19.58,11.95,581.33,500.9,292.91,327.88,4606.51,4802.54,5774.26
2019-10-23,5312.81,1160.38,4966.52,2238.91,2061.92,467.68,577.83,2565.19,4862.04,3945.39,946.91,527.06,996.71,16.51,18.34,19.56,11.95,563.96,498.44,306.42,326.91,4676.86,4744.9,5783.99
2019-10-24,5432.41,1155.94,5040.31,2179.88,2070.01,468.11,580.15,2638.43,4848.38,3946.02,950.23,520.89,953.42,16.5,18.35,19.52,11.92,576.01,498.28,303.15,320.76,4600.06,4766.71,5793.0
2019-10-25,5620.57,1130.99,4926.89,2235.24,2103.67,472.69,573.54,2919.8,4811.37,4011.59,935.56,517.37,982.93,16.52,18.33,19.57,11.96,583.21,502.84,288.99,324.87,4628.64,4816.59,5804.64
2019-10-26,5533.37,1157.75,4865.27,2185.9,2169.1,470.13,579.82,2980.95,4779.22,3956.71,929.63,526.33,966.62,16.49,18.35,19.58,11.93,582.08,502.57,304.54,323.64,4585.2,4739.89,5773.34
2019-10-27,5487.5,1132.78,4928.53,2265.07,2105.46,466.44,575.33,2834.77,4820.56,3932.34,966.57,523.75,970.17,16.55,18.45,19.55,11.96,590.03,492.64,279.76,320.9,4611.34,4824.17,5763.88
2019-10-28,5359.08,1160.07,5135.25,2265.32,2105.02,465.48,581.66,2951.44,4807.68,3871.13,924.05,494.9,991.84,16.53,18.34,19.6,11.92,565.23,491.94,285.81,306.02,4621.12,4826.89,5778.55
2019-10-29,5467.62,1144.68,5101.88,2279.96,2074.33,474.04,565.79,2897.52,4879.09,4073.17,935.93,540.66,993.87,16.51,18.39,19.64,11.95,575.62,493.63,290.88,329.87,4626.44,4754.26,5791.25
2019-10-30,5505.73,1140.64,5071.59,2264.13,2071.84,485.24,579.17,2856.23,4808.01,3906.98,951.88,524.16,1031.12,16.56,18.4,19.58,11.95,552.77,497.63,298.58,328.93,4605.39,4832.24,5814.31
2019-10-31,5336.8,1163.74,5085.32,2228.94,2137.28,474.89,587.84,2980.67,4854.0,3956.27,914.21,540.73,1035.08,16.53,18.38,19.57,11.95,578.16,487.92,298.35,332.74,4562.79,4757.41,5797.91
2019-11-01,5680.83,1145.56,5202.42,2184.55,2113.0,464.33,585.82,2888.14,4780.39,4027.37,942.59,526.01,1021.5,16.53,18.43,19.58,11.96,579.25,485.7,301.4,325.73,4629.37,4814.93,5781.81
2019-11-02,5415.36,1149.3,4953.08,2231.08,2106.15,473.98,573.16,2970.23,4872.82,4042.2,925.61,502.36,1008.93,16.55,18.39,19.57,11.98,566.53,494.65,289.29,332.59,4626.63,4834.67,5777.91
2019-11-03,5624.88,1142.46,5082.65,2287.21,2092.12,461.18,577.51,2901.2,4778.74,4104.81,936.84,522.45,1033.46,16.54,18.4,19.56,11.99,566.78,497.08,289.85,325.01,4618.46,4748.6,5811.62
2019-11-04,5615.36,1152.79,4972.26,2253.24,2076.65,476.46,584.96,2984.36,4932.01,4107.67,945.56,507.5,997.9,16.55,18.4,19.58,11.97,549.13,493.62,313.2,333.75,4553.75,4840.84,5830.95
2019-11-05,5528.2,1131.09,5041.85,2246.95,2116.87,469.77,565.57,2903.04,4876.61,3937.71,927.63,526.81,1045.22,16.54,18.39,19.64,12.02,594.23,503.36,269.05,326.34,4639.93,4804.47,5829.14
2019-11-06,5582.67,1134.56,4984.67,2177.78,2130.97,465.23,577.95,2966.49,4872.23,3950.45,943.05,519.96,1029.99,16.54,18.4,19.57,11.98,573.69,499.5,277.77,324.67,4658.86,4855.7,5847.92
2019-11-07,5594.08,1128.58,5113.61,2279.68,2110.65,466.42,566.84,3054.95,4911.91,4119.7,967.5,512.15,1030.94,16.57,18.48,19.62,11.95,575.31,493.19,282.75,338.29,4611.07,4788.07,5821.0
2019-11-08,5650.03,1155.91,5151.53,2288.76,2140.76,461.82,582.58,2922.16,4913.26,4033.79,959.99,540.1,1039.07,16.59,18.49,19.66,11.97,576.51,501.24,326.38,321.42,4671.34,4865.21,5819.99
2019-11-09,5663.3,1145.96,5220.97,2297.5,2189.16,479.96,598.81,2993.95,4868.64,4060.85,959.11,525.4,1015.26,16.55,18.43,19.66,11.97,582.46,500.38,309.67,337.11,4587.37,4780.75,5826.91
2019-11-10,5630.68,1148.14,5035.73,2306.86,2094.57,475.53,581.19,3026.73,4901.65,3952.88,926.22,530.03,1017.8,16.55,18.41,19.66,11.96,556.48,511.09,281.34,322.42,4714.12,4890.28,5838.51
2019-11-11,5514.01,1149.16,4909.51,2356.08,2124.64,470.22,589.7,2831.57,4992.06,3972.0,935.44,534.69,1077.66,16.55,18.44,19.65,11.98,563.66,506.57,295.56,328.38,4689.53,4857.3,5844.86
2019-11-12,5645.48,1160.72,5153.81,2220.58,2133.39,469.62,563.04,2974.29,4941.87,4025.32,929.9,523.33,987.59,16.53,18.43,19.61,11.97,569.86,504.29,301.82,332.18,4643.52,4818.89,5862.64
2019-11-13,5469.54,1176.92,4887.13,2286.8,2093.99,469.96,580.75,2909.67,4872.24,4012.13,966.61,528.21,1035.47,16.57,18.52,19.65,11.99,585.08,514.41,272.6,329.89,4593.16,4853.05,5821.3
2019-11-14,5568.28,1140.43,5090.18,2224.05,2123.84,469.18,574.47,2956.23,4938.56,4057.18,970.56,533.49,1037.88,16.55,18.45,19.63,12.02,567.76,496.97,274.99,331.51,4669.37,4794.62,5845.24
2019-11-15,5549.94,1162.24,5111.08,2215.74,2158.52,460.21,579.45,2989.24,4926.2,3854.5,936.88,538.68,1041.28,16.58,18.49,19.67,11.98,586.47,510.33,284.52,331.12,4707.91,4862.55,5837.17
2019-11-16,5595.93,1165.69,5045.43,2266.62,2138.11,488.8,586.69,2949.89,4926.52,3955.23,921.72,525.12,1029.61,16.61,18.47,19.63,11.99,584.55,512.41,280.14,323.75,4613.92,4858.46,5853.67
2019-11-17,5442.19,1168.18,5054.32,2285.46,2136.07,479.21,567.55,3016.72,4879.7,4056.14,962.61,521.31,1026.72,16.56,18.47,19.68,12.0,582.71,503.82,297.58,324.47,4672.31,4893.12,5841.52
2019-11-18,5651.13,1116.08,5154.25,2307.88,2130.57,477.92,591.64,2927.41,4871.14,4069.31,939.09,539.92,1044.18,16.59,18.46,19.68,12.03,576.6,509.67,288.17,330.45,4693.18,4764.45,5858.16
2019-11-19,5391.68,1140.29,5170.38,2335.68,2144.25,471.5,587.14,3039.42,4883.0,3953.82,971.45,538.47,1038.04,16.6,18.48,19.61,12.01,566.22,501.6,305.26,322.49,4635.27,4823.16,5852.87
2019-11-20,5644.9,1149.56,5099.6,2337.78,2168.12,466.13,565.5,2927.4,4965.37,3983.53,948.07,523.66,1027.36,16.61,18.47,19.76,12.01,576.68,498.37,306.71,336.33,4637.89,4909.45,5848.39
2019-11-21,5620.52,1143.69,5043.96,2312.11,2131.33,462.29,572.02,2870.23,5002.39,4168.61,933.57,540.6,1040.32,16.59,18.47,19.69,12.01,574.41,504.6,300.95,335.83,4628.72,4864.37,5840.57
2019-11-22,5472.44,1154.3,5106.7,2316.93,2103.81,476.98,579.37,2977.61,4854.15,4100.68,957.95,507.12,1039.8,16.58,18.46,19.68,11.99,594.81,517.39,306.0,343.27,4634.46,4879.01,5837.22
2019-11-23,5573.61,1153.51,5052.67,2330.22,2080.75,476.81,582.04,3011.17,4932.44,4004.96,928.42,539.16,1065.12,16.63,18.49,19.69,12.01,577.34,507.65,291.59,333.08,4643.65,4921.03,5841.6
2019-11-24,5723.81,1184.12,5118.35,2251.04,2106.3,460.43,599.67,2977.7,4867.97,4017.32,951.02,533.13,1077.47,16.65,18.51,19.69,12.04,586.53,512.78,289.56,331.62,4641.24,4878.23,5875.92
2019-11-25,5508.03,1160.15,5019.9,2325.42,2163.87,465.38,580.59,2976.58,4958.78,4203.63,973.15,534.19,1045.64,16.65,18.45,19.71,12.01,567.89,510.96,298.31,329.87,4676.84,4835.64,5853.11
2019-11-26,5732.41,1149.19,5213.7,2265.52,2183.66,478.88,600.25,2995.75,4913.03,4071.4,964.34,528.93,1021.98,16.6,18.54,19.79,12.01,568.44,511.91,300.58,336.08,4633.67,4784.45,5852.23
2019-11-27,5666.5,1178.61,5159.38,2306.65,2141.45,471.74,567.09,2876.98,4921.99,3999.76,956.85,536.5,1034.41,16.64,18.49,19.66,12.02,566.01,508.75,309.56,336.85,4678.59,4858.26,5867.65
2019-11-28,5641.52,1163.3,5056.49,2275.03,2080.97,477.06,588.93,2930.03,5061.15,4169.82,931.56,522.25,1062.27,16.64,18.55,19.71,12.01,585.72,506.58,279.56,324.08,4695.62,4900.39,5886.19
2019-11-29,5434.61,1158.25,4958.26,2236.94,2111.17,468.88,593.13,2919.94,4867.25,3992.08,945.71,535.73,1015.06,16.64,18.56,19.73,12.07,586.14,507.24,285.58,336.26,4677.45,4797.89,5873.04
2019-11-30,5617.58,1168.05,5053.3,2307.27,2168.14,487.2,599.12,3056.14,4944.23,4082.59,954.12,530.26,1063.27,16.6,18.54,19.74,12.03,569.56,498.22,286.99,335.42,4688.1,4906.07,5895.4
2019-12-01,5777.59,1172.97,5201.54,2319.31,2168.84,477.83,575.92,2915.66,4941.0,4196.84,933.4,537.4,1074.54,16.66,18.53,19.75,12.01,585.04,504.17,290.24,328.53,4645.82,4894.26,5902.56
2019-12-02,5446.31,1167.5,5180.57,2328.01,2195.29,476.39,591.45,3034.04,4964.25,4140.43,946.4,544.73,1062.35,16.65,18.54,19.78,12.05,588.94,523.35,306.29,332.05,4724.84,4850.01,5895.04
2019-12-03,5605.68,1186.72,5191.24,2266.97,2133.6,472.23,596.19,2928.88,5015.72,4076.7,945.81,506.23,1014.91,16.68,18.55,19.71,12.07,572.7,517.58,295.24,330.46,4686.39,4877.22,5907.48
2019-12-04,5585.71,1150.48,4974.2,2355.61,2170.54,470.31,590.6,3007.79,4979.59,3973.66,936.66,526.87,1048.79,16.67,18.56,19.82,12.03,593.86,516.14,270.41,332.17,4761.62,4928.6,5878.31
